Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82886;07/07/2000;1200;0;;17.6;;;;;;
82886;08/07/2000;0000;;29.1;;3.7;10.3;23.68;;4.2;
82886;08/07/2000;1200;0;;19.4;;;;;;
82886;09/07/2000;0000;;29.1;;5.8;7.8;23.76;;4.833333;
82886;09/07/2000;1200;0;;21;;;;;;
82886;10/07/2000;0000;;30.7;;7.9;7.8;25.32;;5.733333;
82886;10/07/2000;1200;0;;20;;;;;;
82886;11/07/2000;0000;;28.3;;3.2;10.6;24.44;;4.1;
82886;11/07/2000;1200;0;;22.2;;;;;;
82886;12/07/2000;0000;;30.3;;4.7;5.9;24;;3.866667;
82886;12/07/2000;1200;0.4;;20.4;;;;;;
82886;13/07/2000;0000;;29.1;;5.3;8.6;23.6;;4.3;
82886;13/07/2000;1200;0;;20;;;;;;
82886;14/07/2000;0000;;29.1;;3.5;6.5;24.2;;4.4;
82886;14/07/2000;1200;1.3;;20;;;;;;
82886;15/07/2000;0000;;30.5;;7.5;8.7;;;3.633333;
82886;15/07/2000;1200;0;;19.6;;;;;;
82886;16/07/2000;0000;;32.1;;9.1;10.1;25;;2.633333;
82886;16/07/2000;1200;0;;20.4;;;;;;
82886;17/07/2000;0000;;35.3;;10.6;6.8;27.64;;3.433333;
82886;17/07/2000;1200;0;;18.6;;;;;;
82886;18/07/2000;0000;;32.7;;10;10.2;26.84;;3.766667;
82886;18/07/2000;1200;0;;21.6;;;;;;
82886;19/07/2000;0000;;30.7;;6.7;12.1;25.6;;5.833333;
82886;19/07/2000;1200;0;;21.4;;;;;;
82886;20/07/2000;0000;;30.9;;3;9;25.76;;3.633333;
82886;20/07/2000;1200;0;;21.6;;;;;;
82886;21/07/2000;0000;;31.5;;9.7;10.2;26;;7.2;
82886;21/07/2000;1200;0;;21.2;;;;;;
82886;22/07/2000;0000;;30.3;;6.4;13.9;24.8;;4.9;
82886;22/07/2000;1200;0;;21;;;;;;
82886;23/07/2000;0000;;31.1;;10.6;11.3;24.88;;5.633333;
82886;23/07/2000;1200;0;;18.4;;;;;;
82886;24/07/2000;0000;;33.1;;9.7;11.5;25.6;;3.733333;
82886;24/07/2000;1200;0;;18.6;;;;;;
82886;25/07/2000;0000;;31.3;;7.1;12;25.56;;3.9;
82886;25/07/2000;1200;0;;21.2;;;;;;
82886;26/07/2000;0000;;30.5;;7.8;10.1;24.56;;4.566667;
82886;26/07/2000;1200;0;;19.8;;;;;;
82886;27/07/2000;0000;;31.3;;7.5;10.2;25.36;56.5;5.966667;
82886;27/07/2000;1200;0;;21.6;;;;;;
82886;28/07/2000;0000;;30.1;;8.5;12.1;24.56;;6.4;
82886;28/07/2000;1200;0;;20;;;;;;
82886;29/07/2000;0000;;26.9;;2.8;10.4;22.88;;5.3;
82886;29/07/2000;1200;0;;19.4;;;;;;
82886;30/07/2000;0000;;29.7;;7.5;7.9;23.92;;4.7;
82886;30/07/2000;1200;0;;19.2;;;;;;
82886;31/07/2000;0000;;29.9;;5.2;10;24.28;;3.8;
82886;31/07/2000;1200;0;;19.2;;;;;;
82886;01/08/2000;0000;;29.5;;1;9.6;24.2;;5.4;
82886;01/08/2000;1200;0;;21.4;;;;;;
82886;02/08/2000;0000;;29.1;;3.8;10.1;23.12;;4.9;
82886;02/08/2000;1200;0;;20.4;;;;;;
82886;03/08/2000;0000;;30.1;;7.4;5.9;24.32;;3.766667;
82886;03/08/2000;1200;0.4;;18.6;;;;;;
82886;04/08/2000;0000;;30.3;;7.8;8.2;24.92;59.5;3.033333;
82886;04/08/2000;1200;0;;20.6;;;;;;
82886;05/08/2000;0000;;32.1;;7.2;8.6;25.6;;5.633333;
82886;05/08/2000;1200;0;;22.2;;;;;;
82886;06/08/2000;0000;;27.7;;1.2;10.5;22.72;;5.6;
82886;06/08/2000;1200;1.3;;20.8;;;;;;
82886;07/08/2000;0000;;30.3;;6.4;5.1;24.52;;4.666667;
82886;07/08/2000;1200;1.6;;20.2;;;;;;
82886;08/08/2000;0000;;31.7;;10.5;9.2;25.92;;5.6;
82886;08/08/2000;1200;0;;20;;;;;;
82886;09/08/2000;0000;;30.7;;4.2;12.4;24.56;;5.5;
82886;09/08/2000;1200;1.1;;20.4;;;;;;
82886;10/08/2000;0000;;31.7;;10.4;10.4;24.92;;4.566667;
82886;10/08/2000;1200;0;;18.6;;;;;;
82886;11/08/2000;0000;;31.1;;10.9;12.8;25.72;;3.05;
82886;11/08/2000;1200;0;;20.2;;;;;;
82886;12/08/2000;0000;;32.7;;10.6;10.1;26.36;;4.066667;
82886;12/08/2000;1200;0;;19.8;;;;;;
82886;13/08/2000;0000;;31.7;;9.3;11.8;24.72;60.5;6.8;
82886;13/08/2000;1200;0;;19.8;;;;;;
82886;14/08/2000;0000;;28.9;;2.4;11.4;23.8;;5.3;
82886;14/08/2000;1200;0.2;;20;;;;;;
82886;15/08/2000;0000;;26.5;;1.1;11.2;21.8;;3.266667;
82886;15/08/2000;1200;0;;18.4;;;;;;
82886;16/08/2000;0000;;31.3;;8.7;7.2;24.48;57;4.966667;
82886;16/08/2000;1200;0;;18;;;;;;
82886;17/08/2000;0000;;30.7;;10.7;11.5;24.52;;4.7;
82886;17/08/2000;1200;0;;18.4;;;;;;
82886;18/08/2000;0000;;30.9;;8.7;12.5;24.8;;4.733333;
82886;18/08/2000;1200;0;;19.6;;;;;;
82886;19/08/2000;0000;;31.3;;7.5;11.2;24.72;;4.566667;
82886;19/08/2000;1200;0;;20.6;;;;;;
82886;20/08/2000;0000;;31.3;;8.1;10.3;25.24;;5.333333;
82886;20/08/2000;1200;0;;21.4;;;;;;
82886;21/08/2000;0000;;29.9;;6.8;9.1;24.36;;4.266667;
82886;21/08/2000;1200;0.4;;19.4;;;;;;
82886;22/08/2000;0000;;30.3;;8.1;11.2;24.88;;3.766667;
82886;22/08/2000;1200;0;;19.6;;;;;;
82886;23/08/2000;0000;;34.1;;8.5;11.5;26.56;;6.866667;
82886;23/08/2000;1200;0;;22.2;;;;;;
82886;24/08/2000;0000;;31.3;;8.7;5.7;26.2;;6.066667;
82886;24/08/2000;1200;0;;21.2;;;;;;
82886;25/08/2000;0000;;32.1;;9.2;7.1;27.08;;5.033333;
82886;25/08/2000;1200;0;;22.4;;;;;;
82886;26/08/2000;0000;;32.1;;8.2;7.8;26.24;;6.066667;
82886;26/08/2000;1200;0;;22.2;;;;;;
82886;27/08/2000;0000;;32.9;;10.8;17.2;25.92;;6.433333;
82886;27/08/2000;1200;0;;18.4;;;;;;
82886;28/08/2000;0000;;33.5;;7.5;15.4;26.72;;4.333333;
82886;28/08/2000;1200;0;;22.2;;;;;;
