Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82983;21/03/2000;0000;;30.8;;8.4;6.7;26.98;54.5;3.6;
82983;21/03/2000;1200;0;;23.1;;;;;;
82983;22/03/2000;0000;;31.7;;10.8;7.2;26.46;57.25;2.733333;
82983;22/03/2000;1200;0;;21.4;;;;;;
82983;23/03/2000;0000;;32.2;;7.8;7;27.34;53.25;2.466667;
82983;23/03/2000;1200;0;;22.3;;;;;;
82983;24/03/2000;0000;;32.2;;9;6.6;27.76;52.25;2.733333;
82983;24/03/2000;1200;;;22.9;;;;;;
82983;25/03/2000;0000;;32.2;;6.2;7.6;27.2;55;3.3;
82983;25/03/2000;1200;0;;23.2;;;;;;
82983;26/03/2000;0000;;31.6;;8.2;7.7;26.16;62.75;2.733333;
82983;26/03/2000;1200;0;;22.2;;;;;;
82983;27/03/2000;0000;;32.6;;6.9;6.6;26.72;64;3.3;
82983;27/03/2000;1200;0;;23.8;;;;;;
82983;28/03/2000;0000;;30.6;;1.5;5.4;26.12;66.5;2.466667;
82983;28/03/2000;1200;3;;22.8;;;;;;
82983;29/03/2000;0000;;31.4;;6.2;6;27.2;59.75;2.733333;
82983;29/03/2000;1200;0;;24.2;;;;;;
82983;30/03/2000;0000;;30.4;;1.8;6.4;26.1;61;3.566667;
82983;30/03/2000;1200;0;;22.5;;;;;;
82983;31/03/2000;0000;;30.8;;5.3;6.4;26.68;57.75;2.733333;
82983;31/03/2000;1200;0;;22;;;;;;
82983;01/04/2000;0000;;32;;6.4;7.3;25.8;71.5;3.3;
82983;01/04/2000;1200;0;;22.6;;;;;;
82983;02/04/2000;0000;;31;;8.9;4.6;26.22;68.75;2.466667;
82983;02/04/2000;1200;9.6;;22.3;;;;;;
82983;03/04/2000;0000;;32.4;;10.4;4.9;27.22;57.75;3.3;
82983;03/04/2000;1200;0;;22.9;;;;;;
82983;04/04/2000;0000;;30.8;;9.5;7.3;26.76;63.75;4.7;
82983;04/04/2000;1200;0;;23;;;;;;
82983;05/04/2000;0000;;32.4;;9.4;6.2;26.56;62;3.866667;
82983;05/04/2000;1200;0;;22.4;;;;;;
82983;06/04/2000;0000;;31.4;;6.7;6.8;25.76;86;2.466667;
82983;06/04/2000;1200;0;;22.4;;;;;;
82983;07/04/2000;0000;;31.6;;6.7;3.5;26.36;57.5;3;
82983;07/04/2000;1200;9.6;;21.2;;;;;;
82983;08/04/2000;0000;;31;;4.3;6.8;26.08;59;2.733333;
82983;08/04/2000;1200;0;;22.4;;;;;;
82983;09/04/2000;0000;;32;;7.8;5.9;26.44;64;3.3;
82983;09/04/2000;1200;0;;23.6;;;;;;
82983;10/04/2000;0000;;31.2;;4.6;6.1;26.76;60.5;2.766667;
82983;10/04/2000;1200;0.4;;22.8;;;;;;
82983;11/04/2000;0000;;33;;10;6.3;27.74;49;3.033333;
82983;11/04/2000;1200;0;;23;;;;;;
82983;12/04/2000;0000;;31.8;;7.5;8.2;27.28;51.25;3.3;
82983;12/04/2000;1200;0;;22.2;;;;;;
82983;13/04/2000;0000;;32;;5.4;7.3;26.92;69.75;3.566667;
82983;13/04/2000;1200;0;;24.4;;;;;;
82983;14/04/2000;0000;;32.1;;8.2;5.4;27.06;50.75;2.733333;
82983;14/04/2000;1200;2;;22.6;;;;;;
82983;15/04/2000;0000;;32.4;;6.6;6.6;27.6;56.5;2.766667;
82983;15/04/2000;1200;0;;22.8;;;;;;
82983;16/04/2000;0000;;32;;6.2;6.2;26.48;65.25;2.466667;
82983;16/04/2000;1200;0;;23.2;;;;;;
82983;17/04/2000;0000;;32.4;;8;5.6;27.18;59;3.3;
82983;17/04/2000;1200;0;;23.5;;;;;;
82983;18/04/2000;0000;;31.4;;9.1;6.2;27.7;55.25;3.6;
82983;18/04/2000;1200;0;;24.1;;;;;;
82983;19/04/2000;0000;;32.2;;3.7;7;26.66;71.75;3.4;
82983;19/04/2000;1200;0;;24.3;;;;;;
82983;20/04/2000;0000;;33.2;;9.6;4;26.48;73;3.033333;
82983;20/04/2000;1200;4.6;;23.2;;;;;;
82983;21/04/2000;0000;;33;;9.7;4;27.36;68.5;1.6;
82983;21/04/2000;1200;26;;23;;;;;;
82983;22/04/2000;0000;;33;;10.9;3.7;26.84;63.25;2.2;
82983;22/04/2000;1200;15;;21.2;;;;;;
82983;23/04/2000;0000;;33;;10;4.2;27.2;64.5;1.6;
82983;23/04/2000;1200;0;;23.2;;;;;;
82983;24/04/2000;0000;;31.4;;7.2;4.7;26.56;66.25;3.866667;
82983;24/04/2000;1200;0;;23;;;;;;
82983;25/04/2000;0000;;29.4;;1.9;5.4;25.84;63.75;3.266667;
82983;25/04/2000;1200;0;;23;;;;;;
82983;26/04/2000;0000;;28.9;;4.5;6;24.96;59;3.033333;
82983;26/04/2000;1200;0;;21.1;;;;;;
82983;27/04/2000;0000;;31;;10.3;6.2;26.3;54;3.3;
82983;27/04/2000;1200;0;;21.9;;;;;;
82983;28/04/2000;0000;;30.6;;9.6;7;26.22;64.25;3.3;
82983;28/04/2000;1200;0;;23.1;;;;;;
82983;29/04/2000;0000;;32;;9.8;5.4;26.82;57;3.566667;
82983;29/04/2000;1200;0;;22.9;;;;;;
82983;30/04/2000;0000;;31.5;;8.5;5.4;26.58;54.75;4.166667;
82983;30/04/2000;1200;0;;22.4;;;;;;
82983;01/05/2000;0000;;33.2;;8.7;9.4;26.8;61.5;3.566667;
82983;01/05/2000;1200;0;;22.8;;;;;;
82983;02/05/2000;0000;;32.4;;10.4;2.7;26.56;52.75;3.566667;
82983;02/05/2000;1200;0;;21.6;;;;;;
82983;03/05/2000;0000;;32.4;;9;2.6;26.76;52.25;3.033333;
82983;03/05/2000;1200;0;;22.8;;;;;;
82983;04/05/2000;0000;;31.8;;10;7.7;26.76;51.5;3.833333;
82983;04/05/2000;1200;0;;21.8;;;;;;
82983;05/05/2000;0000;;31.6;;7.9;9.1;26.76;57.5;3.566667;
82983;05/05/2000;1200;0;;22.6;;;;;;
82983;06/05/2000;0000;;30.2;;6.8;7.2;26.72;60;3.3;
82983;06/05/2000;1200;0;;23;;;;;;
82983;07/05/2000;0000;;32.2;;6.7;6;27.12;57.75;2.733333;
82983;07/05/2000;1200;0;;23.2;;;;;;
82983;08/05/2000;0000;;33;;6.5;5.5;27.9;52.75;5.2;
82983;08/05/2000;1200;0;;24.1;;;;;;
82983;09/05/2000;0000;;31.6;;6.9;6.5;26.12;71.25;3.3;
82983;09/05/2000;1200;0;;22.2;;;;;;
82983;10/05/2000;0000;;34;;10.7;5.8;28.08;48.25;2.766667;
82983;10/05/2000;1200;0;;22.4;;;;;;
82983;11/05/2000;0000;;32.4;;10.7;7.5;27.42;53.5;4.433333;
82983;11/05/2000;1200;0;;22.7;;;;;;
82983;12/05/2000;0000;;28;;2.4;7.8;24.8;66.5;4.4;
82983;12/05/2000;1200;0;;22.8;;;;;;
82983;13/05/2000;0000;;29.4;;7.3;6.1;25.24;51.75;3.3;
82983;13/05/2000;1200;0;;21;;;;;;
82983;14/05/2000;0000;;30.8;;9.1;7.5;25.16;55.75;3.3;
82983;14/05/2000;1200;0;;20.8;;;;;;
82983;15/05/2000;0000;;31.2;;9.5;7.6;25.48;49.25;3.033333;
82983;15/05/2000;1200;0;;21.2;;;;;;
82983;16/05/2000;0000;;32.8;;10.8;8.6;26.8;49;3.033333;
82983;16/05/2000;1200;0;;20.6;;;;;;
82983;17/05/2000;0000;;33.6;;8.8;7.6;27.36;51.5;3.033333;
82983;17/05/2000;1200;0;;22;;;;;;
82983;18/05/2000;0000;;35.3;;9.2;7.4;29.36;48.25;2.733333;
82983;18/05/2000;1200;0;;24.3;;;;;;
82983;19/05/2000;0000;;30.8;;2.4;7.5;26.68;75.75;3.566667;
82983;19/05/2000;1200;0;;25;;;;;;
82983;20/05/2000;0000;;34.6;;8.2;3.3;29;47.25;2.2;
82983;20/05/2000;1200;0;;23.8;;;;;;
82983;21/05/2000;0000;;32.1;;9.5;8.4;27.54;52.75;4.133333;
82983;21/05/2000;1200;0;;22.4;;;;;;
82983;22/05/2000;0000;;27.5;;2.7;7.2;23.1;84.75;3.3;
82983;22/05/2000;1200;0;;21;;;;;;
82983;23/05/2000;0000;;25.4;;0.5;2.1;22;89.25;3.566667;
82983;23/05/2000;1200;8.2;;20.1;;;;;;
82983;24/05/2000;0000;;27.4;;4.8;1.5;22.76;73;3.3;
82983;24/05/2000;1200;4.4;;20.4;;;;;;
82983;25/05/2000;0000;;28.3;;8.4;4.2;23.4;72;3.3;
82983;25/05/2000;1200;;;21;;;;;;
82983;26/05/2000;0000;;30.4;;8.4;3.2;24.74;60.25;2.5;
82983;26/05/2000;1200;0;;20.9;;;;;;
82983;27/05/2000;0000;;31.9;;10.5;5.3;26.22;53;3.033333;
82983;27/05/2000;1200;0;;21.6;;;;;;
82983;28/05/2000;0000;;32.2;;10.9;6;26.2;55.5;2.733333;
82983;28/05/2000;1200;0;;21.4;;;;;;
82983;29/05/2000;0000;;33.4;;10.7;5.7;27.08;48.25;2.466667;
82983;29/05/2000;1200;0;;20.8;;;;;;
82983;30/05/2000;0000;;31.2;;10;7.3;26.04;56.25;3.3;
82983;30/05/2000;1200;0;;22.6;;;;;;
82983;31/05/2000;0000;;32.8;;10.4;6;26.12;46;3.3;
82983;31/05/2000;1200;0;;20.8;;;;;;
82983;01/06/2000;0000;;33;;10.1;8.4;25.66;67;2.5;
82983;01/06/2000;1200;0;;20.7;;;;;;
82983;02/06/2000;0000;;33.2;;7.6;6;27.38;51;3.6;
82983;02/06/2000;1200;0;;22.7;;;;;;
82983;03/06/2000;0000;;31.2;;9.5;8.8;25.88;57;3.833333;
82983;03/06/2000;1200;0;;22;;;;;;
82983;04/06/2000;0000;;29;;1.7;2.6;24.04;71;4.1;
82983;04/06/2000;1200;0;;20.8;;;;;;
82983;05/06/2000;0000;;26.4;;0.5;1.2;22.34;81.25;3.866667;
