,Estacao,year,month,Precipitacao,long,lat
376,CABROBÓ,2015,1,4.0,-39.33,-8.51
377,CABROBÓ,2015,2,68.0,-39.33,-8.51
378,CABROBÓ,2015,3,119.3,-39.33,-8.51
379,CABROBÓ,2015,4,16.299999999999997,-39.33,-8.51
380,CABROBÓ,2015,5,7.199999999999999,-39.33,-8.51
381,CABROBÓ,2015,6,12.6,-39.33,-8.51
382,CABROBÓ,2015,7,22.4,-39.33,-8.51
383,CABROBÓ,2015,8,1.2,-39.33,-8.51
384,CABROBÓ,2015,9,0.4,-39.33,-8.51
385,CABROBÓ,2015,10,0.0,-39.33,-8.51
386,CABROBÓ,2015,11,0.0,-39.33,-8.51
387,CABROBÓ,2015,12,16.0,-39.33,-8.51
388,CABROBÓ,2016,1,216.29999999999998,-39.33,-8.51
389,CABROBÓ,2016,2,38.2,-39.33,-8.51
390,CABROBÓ,2016,3,81.80000000000001,-39.33,-8.51
391,CABROBÓ,2016,4,1.5999999999999999,-39.33,-8.51
392,CABROBÓ,2016,5,180.2,-39.33,-8.51
393,CABROBÓ,2016,6,24.400000000000002,-39.33,-8.51
394,CABROBÓ,2016,7,3.5999999999999996,-39.33,-8.51
395,CABROBÓ,2016,8,2.6,-39.33,-8.51
396,CABROBÓ,2016,9,0.2,-39.33,-8.51
397,CABROBÓ,2016,10,1.0,-39.33,-8.51
398,CABROBÓ,2016,11,0.8,-39.33,-8.51
399,CABROBÓ,2016,12,50.4,-39.33,-8.51
400,CABROBÓ,2017,1,0.0,-39.33,-8.51
401,CABROBÓ,2017,2,94.00000000000001,-39.33,-8.51
402,CABROBÓ,2017,3,16.8,-39.33,-8.51
403,CABROBÓ,2017,4,16.6,-39.33,-8.51
404,CABROBÓ,2017,5,5.3999999999999995,-39.33,-8.51
405,CABROBÓ,2017,6,44.99999999999999,-39.33,-8.51
406,CABROBÓ,2017,7,25.799999999999997,-39.33,-8.51
407,CABROBÓ,2017,8,0.0,-39.33,-8.51
408,CABROBÓ,2017,9,13.799999999999999,-39.33,-8.51
409,CABROBÓ,2017,10,0.3,-39.33,-8.51
410,CABROBÓ,2017,11,8.3,-39.33,-8.51
411,CABROBÓ,2017,12,8.4,-39.33,-8.51
412,OURICURI,2000,1,0.0,-40.04,-7.9
413,OURICURI,2000,2,110.5,-40.04,-7.9
414,OURICURI,2000,3,91.90000000000002,-40.04,-7.9
415,OURICURI,2000,4,80.39999999999999,-40.04,-7.9
416,OURICURI,2000,5,0.30000000000000004,-40.04,-7.9
417,OURICURI,2000,6,8.4,-40.04,-7.9
418,OURICURI,2000,7,5.1000000000000005,-40.04,-7.9
419,OURICURI,2000,8,4.4,-40.04,-7.9
420,OURICURI,2000,9,1.2,-40.04,-7.9
421,OURICURI,2000,10,0.0,-40.04,-7.9
422,OURICURI,2000,11,59.300000000000004,-40.04,-7.9
423,OURICURI,2000,12,125.80000000000001,-40.04,-7.9
424,OURICURI,2001,1,32.9,-40.04,-7.9
425,OURICURI,2001,2,71.8,-40.04,-7.9
426,OURICURI,2001,3,248.10000000000002,-40.04,-7.9
427,OURICURI,2001,4,28.200000000000003,-40.04,-7.9
428,OURICURI,2001,5,4.0,-40.04,-7.9
429,OURICURI,2001,6,2.1,-40.04,-7.9
430,OURICURI,2001,7,2.1,-40.04,-7.9
431,OURICURI,2001,8,3.9999999999999996,-40.04,-7.9
432,OURICURI,2001,9,0.0,-40.04,-7.9
433,OURICURI,2001,10,27.1,-40.04,-7.9
434,OURICURI,2001,11,1.3,-40.04,-7.9
435,OURICURI,2001,12,205.9,-40.04,-7.9
436,OURICURI,2002,1,370.30000000000007,-40.04,-7.9
437,OURICURI,2002,2,24.9,-40.04,-7.9
438,OURICURI,2002,3,38.2,-40.04,-7.9
439,OURICURI,2002,4,38.0,-40.04,-7.9
440,OURICURI,2002,5,5.6000000000000005,-40.04,-7.9
441,OURICURI,2002,6,9.600000000000001,-40.04,-7.9
442,OURICURI,2002,7,26.6,-40.04,-7.9
443,OURICURI,2002,8,3.0,-40.04,-7.9
444,OURICURI,2002,9,0.0,-40.04,-7.9
445,OURICURI,2002,10,0.0,-40.04,-7.9
446,OURICURI,2002,11,1.5,-40.04,-7.9
447,OURICURI,2002,12,161.20000000000002,-40.04,-7.9
448,OURICURI,2003,1,71.7,-40.04,-7.9
449,OURICURI,2003,2,42.5,-40.04,-7.9
450,OURICURI,2003,3,151.89999999999998,-40.04,-7.9
451,OURICURI,2003,4,29.200000000000003,-40.04,-7.9
452,OURICURI,2003,5,28.900000000000002,-40.04,-7.9
453,OURICURI,2003,6,0.3,-40.04,-7.9
454,OURICURI,2003,7,7.1000000000000005,-40.04,-7.9
455,OURICURI,2003,8,4.5,-40.04,-7.9
456,OURICURI,2003,9,0.0,-40.04,-7.9
457,OURICURI,2003,10,0.0,-40.04,-7.9
458,OURICURI,2003,11,8.4,-40.04,-7.9
459,OURICURI,2003,12,8.799999999999999,-40.04,-7.9
460,OURICURI,2004,2,260.9,-40.04,-7.9
461,OURICURI,2004,3,13.3,-40.04,-7.9
462,OURICURI,2004,4,11.2,-40.04,-7.9
463,OURICURI,2004,5,55.50000000000001,-40.04,-7.9
464,OURICURI,2004,6,3.2,-40.04,-7.9
465,OURICURI,2004,7,0.3,-40.04,-7.9
466,OURICURI,2004,8,1.4,-40.04,-7.9
467,OURICURI,2004,9,0.0,-40.04,-7.9
468,OURICURI,2004,10,0.0,-40.04,-7.9
469,OURICURI,2004,11,21.4,-40.04,-7.9
470,OURICURI,2004,12,36.3,-40.04,-7.9
471,OURICURI,2005,1,210.09999999999997,-40.04,-7.9
472,OURICURI,2005,2,7.9,-40.04,-7.9
473,OURICURI,2005,3,279.1,-40.04,-7.9
474,OURICURI,2005,4,23.5,-40.04,-7.9
475,OURICURI,2005,5,84.39999999999999,-40.04,-7.9
476,OURICURI,2005,7,5.2,-40.04,-7.9
477,OURICURI,2005,8,9.0,-40.04,-7.9
478,OURICURI,2005,9,0.8999999999999999,-40.04,-7.9
479,OURICURI,2005,10,1.7,-40.04,-7.9
480,OURICURI,2005,11,176.89999999999998,-40.04,-7.9
481,OURICURI,2005,12,187.9,-40.04,-7.9
482,OURICURI,2006,1,0.0,-40.04,-7.9
483,OURICURI,2006,2,139.59999999999997,-40.04,-7.9
484,OURICURI,2006,3,142.79999999999998,-40.04,-7.9
485,OURICURI,2006,4,147.29999999999998,-40.04,-7.9
486,OURICURI,2006,6,11.9,-40.04,-7.9
487,OURICURI,2006,7,34.4,-40.04,-7.9
488,OURICURI,2006,8,2.8,-40.04,-7.9
489,OURICURI,2006,9,0.0,-40.04,-7.9
490,OURICURI,2006,10,12.9,-40.04,-7.9
491,OURICURI,2006,11,27.2,-40.04,-7.9
492,OURICURI,2006,12,0.5,-40.04,-7.9
493,OURICURI,2007,1,18.900000000000002,-40.04,-7.9
494,OURICURI,2007,2,404.3,-40.04,-7.9
495,OURICURI,2007,3,118.3,-40.04,-7.9
496,OURICURI,2007,4,5.5,-40.04,-7.9
497,OURICURI,2007,5,110.9,-40.04,-7.9
498,OURICURI,2007,6,4.8,-40.04,-7.9
499,OURICURI,2007,7,2.0,-40.04,-7.9
500,OURICURI,2007,9,2.6000000000000005,-40.04,-7.9
501,OURICURI,2007,10,0.0,-40.04,-7.9
