,Estacao,Data,Precipitacao,Date,year,month,day,long,lat
5547,SURUBIM,05/08/2007,3.2,2007-08-05,2007,8,5,-35.71,-7.83
5549,SURUBIM,06/08/2007,6.9,2007-08-06,2007,8,6,-35.71,-7.83
5551,SURUBIM,07/08/2007,3.0,2007-08-07,2007,8,7,-35.71,-7.83
5553,SURUBIM,08/08/2007,2.0,2007-08-08,2007,8,8,-35.71,-7.83
5555,SURUBIM,09/08/2007,0.2,2007-08-09,2007,8,9,-35.71,-7.83
5557,SURUBIM,10/08/2007,0.0,2007-08-10,2007,8,10,-35.71,-7.83
5559,SURUBIM,11/08/2007,6.0,2007-08-11,2007,8,11,-35.71,-7.83
5561,SURUBIM,12/08/2007,0.0,2007-08-12,2007,8,12,-35.71,-7.83
5563,SURUBIM,13/08/2007,2.2,2007-08-13,2007,8,13,-35.71,-7.83
5565,SURUBIM,14/08/2007,3.7,2007-08-14,2007,8,14,-35.71,-7.83
5567,SURUBIM,15/08/2007,0.6,2007-08-15,2007,8,15,-35.71,-7.83
5569,SURUBIM,16/08/2007,0.2,2007-08-16,2007,8,16,-35.71,-7.83
5571,SURUBIM,17/08/2007,2.3,2007-08-17,2007,8,17,-35.71,-7.83
5573,SURUBIM,18/08/2007,0.0,2007-08-18,2007,8,18,-35.71,-7.83
5575,SURUBIM,19/08/2007,0.0,2007-08-19,2007,8,19,-35.71,-7.83
5577,SURUBIM,20/08/2007,3.0,2007-08-20,2007,8,20,-35.71,-7.83
5579,SURUBIM,21/08/2007,0.2,2007-08-21,2007,8,21,-35.71,-7.83
5581,SURUBIM,22/08/2007,0.2,2007-08-22,2007,8,22,-35.71,-7.83
5583,SURUBIM,23/08/2007,0.0,2007-08-23,2007,8,23,-35.71,-7.83
5585,SURUBIM,24/08/2007,0.0,2007-08-24,2007,8,24,-35.71,-7.83
5587,SURUBIM,25/08/2007,0.6,2007-08-25,2007,8,25,-35.71,-7.83
5589,SURUBIM,26/08/2007,0.0,2007-08-26,2007,8,26,-35.71,-7.83
5591,SURUBIM,27/08/2007,0.0,2007-08-27,2007,8,27,-35.71,-7.83
5593,SURUBIM,28/08/2007,0.0,2007-08-28,2007,8,28,-35.71,-7.83
5595,SURUBIM,29/08/2007,0.0,2007-08-29,2007,8,29,-35.71,-7.83
5597,SURUBIM,30/08/2007,2.0,2007-08-30,2007,8,30,-35.71,-7.83
5599,SURUBIM,31/08/2007,0.0,2007-08-31,2007,8,31,-35.71,-7.83
5601,SURUBIM,01/09/2007,0.0,2007-09-01,2007,9,1,-35.71,-7.83
5603,SURUBIM,02/09/2007,0.0,2007-09-02,2007,9,2,-35.71,-7.83
5605,SURUBIM,03/09/2007,0.0,2007-09-03,2007,9,3,-35.71,-7.83
5607,SURUBIM,04/09/2007,2.3,2007-09-04,2007,9,4,-35.71,-7.83
5609,SURUBIM,05/09/2007,7.8,2007-09-05,2007,9,5,-35.71,-7.83
5611,SURUBIM,06/09/2007,8.8,2007-09-06,2007,9,6,-35.71,-7.83
5613,SURUBIM,07/09/2007,2.6,2007-09-07,2007,9,7,-35.71,-7.83
5615,SURUBIM,08/09/2007,0.0,2007-09-08,2007,9,8,-35.71,-7.83
5617,SURUBIM,09/09/2007,0.0,2007-09-09,2007,9,9,-35.71,-7.83
5619,SURUBIM,10/09/2007,0.8,2007-09-10,2007,9,10,-35.71,-7.83
5621,SURUBIM,11/09/2007,0.0,2007-09-11,2007,9,11,-35.71,-7.83
5623,SURUBIM,12/09/2007,1.1,2007-09-12,2007,9,12,-35.71,-7.83
5625,SURUBIM,13/09/2007,1.6,2007-09-13,2007,9,13,-35.71,-7.83
5627,SURUBIM,14/09/2007,2.5,2007-09-14,2007,9,14,-35.71,-7.83
5629,SURUBIM,15/09/2007,0.8,2007-09-15,2007,9,15,-35.71,-7.83
5631,SURUBIM,16/09/2007,1.0,2007-09-16,2007,9,16,-35.71,-7.83
5633,SURUBIM,17/09/2007,0.0,2007-09-17,2007,9,17,-35.71,-7.83
5635,SURUBIM,18/09/2007,0.0,2007-09-18,2007,9,18,-35.71,-7.83
5637,SURUBIM,19/09/2007,0.0,2007-09-19,2007,9,19,-35.71,-7.83
5639,SURUBIM,20/09/2007,0.0,2007-09-20,2007,9,20,-35.71,-7.83
5641,SURUBIM,21/09/2007,0.0,2007-09-21,2007,9,21,-35.71,-7.83
5643,SURUBIM,22/09/2007,0.0,2007-09-22,2007,9,22,-35.71,-7.83
5645,SURUBIM,23/09/2007,0.0,2007-09-23,2007,9,23,-35.71,-7.83
5647,SURUBIM,24/09/2007,0.0,2007-09-24,2007,9,24,-35.71,-7.83
5649,SURUBIM,25/09/2007,0.0,2007-09-25,2007,9,25,-35.71,-7.83
5651,SURUBIM,26/09/2007,0.0,2007-09-26,2007,9,26,-35.71,-7.83
5653,SURUBIM,27/09/2007,0.0,2007-09-27,2007,9,27,-35.71,-7.83
5655,SURUBIM,28/09/2007,0.0,2007-09-28,2007,9,28,-35.71,-7.83
5657,SURUBIM,29/09/2007,0.0,2007-09-29,2007,9,29,-35.71,-7.83
5659,SURUBIM,30/09/2007,0.0,2007-09-30,2007,9,30,-35.71,-7.83
5661,SURUBIM,01/10/2007,0.0,2007-10-01,2007,10,1,-35.71,-7.83
5663,SURUBIM,02/10/2007,0.0,2007-10-02,2007,10,2,-35.71,-7.83
5665,SURUBIM,03/10/2007,0.0,2007-10-03,2007,10,3,-35.71,-7.83
5667,SURUBIM,04/10/2007,0.0,2007-10-04,2007,10,4,-35.71,-7.83
5669,SURUBIM,05/10/2007,0.2,2007-10-05,2007,10,5,-35.71,-7.83
5671,SURUBIM,06/10/2007,0.0,2007-10-06,2007,10,6,-35.71,-7.83
5673,SURUBIM,07/10/2007,0.0,2007-10-07,2007,10,7,-35.71,-7.83
5675,SURUBIM,08/10/2007,0.3,2007-10-08,2007,10,8,-35.71,-7.83
5677,SURUBIM,09/10/2007,0.2,2007-10-09,2007,10,9,-35.71,-7.83
5679,SURUBIM,10/10/2007,2.4,2007-10-10,2007,10,10,-35.71,-7.83
5681,SURUBIM,11/10/2007,0.4,2007-10-11,2007,10,11,-35.71,-7.83
5683,SURUBIM,12/10/2007,0.0,2007-10-12,2007,10,12,-35.71,-7.83
5685,SURUBIM,13/10/2007,0.1,2007-10-13,2007,10,13,-35.71,-7.83
5687,SURUBIM,14/10/2007,0.0,2007-10-14,2007,10,14,-35.71,-7.83
5689,SURUBIM,15/10/2007,0.0,2007-10-15,2007,10,15,-35.71,-7.83
5691,SURUBIM,16/10/2007,0.0,2007-10-16,2007,10,16,-35.71,-7.83
5693,SURUBIM,17/10/2007,0.0,2007-10-17,2007,10,17,-35.71,-7.83
5695,SURUBIM,18/10/2007,0.0,2007-10-18,2007,10,18,-35.71,-7.83
5697,SURUBIM,19/10/2007,0.0,2007-10-19,2007,10,19,-35.71,-7.83
5699,SURUBIM,20/10/2007,0.0,2007-10-20,2007,10,20,-35.71,-7.83
5701,SURUBIM,21/10/2007,0.0,2007-10-21,2007,10,21,-35.71,-7.83
5703,SURUBIM,22/10/2007,0.0,2007-10-22,2007,10,22,-35.71,-7.83
5705,SURUBIM,23/10/2007,0.0,2007-10-23,2007,10,23,-35.71,-7.83
5707,SURUBIM,24/10/2007,0.0,2007-10-24,2007,10,24,-35.71,-7.83
5709,SURUBIM,25/10/2007,0.0,2007-10-25,2007,10,25,-35.71,-7.83
5711,SURUBIM,26/10/2007,0.0,2007-10-26,2007,10,26,-35.71,-7.83
5713,SURUBIM,27/10/2007,0.0,2007-10-27,2007,10,27,-35.71,-7.83
5715,SURUBIM,28/10/2007,0.0,2007-10-28,2007,10,28,-35.71,-7.83
5717,SURUBIM,29/10/2007,0.0,2007-10-29,2007,10,29,-35.71,-7.83
5719,SURUBIM,30/10/2007,0.0,2007-10-30,2007,10,30,-35.71,-7.83
5721,SURUBIM,31/10/2007,0.0,2007-10-31,2007,10,31,-35.71,-7.83
5723,SURUBIM,01/11/2007,0.0,2007-11-01,2007,11,1,-35.71,-7.83
5725,SURUBIM,02/11/2007,0.0,2007-11-02,2007,11,2,-35.71,-7.83
5727,SURUBIM,03/11/2007,0.0,2007-11-03,2007,11,3,-35.71,-7.83
5729,SURUBIM,04/11/2007,0.0,2007-11-04,2007,11,4,-35.71,-7.83
5731,SURUBIM,05/11/2007,0.0,2007-11-05,2007,11,5,-35.71,-7.83
5733,SURUBIM,06/11/2007,0.1,2007-11-06,2007,11,6,-35.71,-7.83
5735,SURUBIM,07/11/2007,0.0,2007-11-07,2007,11,7,-35.71,-7.83
5737,SURUBIM,08/11/2007,0.5,2007-11-08,2007,11,8,-35.71,-7.83
5739,SURUBIM,09/11/2007,0.0,2007-11-09,2007,11,9,-35.71,-7.83
5741,SURUBIM,10/11/2007,0.0,2007-11-10,2007,11,10,-35.71,-7.83
5743,SURUBIM,11/11/2007,0.0,2007-11-11,2007,11,11,-35.71,-7.83
5745,SURUBIM,12/11/2007,0.0,2007-11-12,2007,11,12,-35.71,-7.83
5747,SURUBIM,13/11/2007,0.0,2007-11-13,2007,11,13,-35.71,-7.83
5749,SURUBIM,14/11/2007,1.5,2007-11-14,2007,11,14,-35.71,-7.83
5751,SURUBIM,15/11/2007,0.0,2007-11-15,2007,11,15,-35.71,-7.83
5753,SURUBIM,16/11/2007,0.6,2007-11-16,2007,11,16,-35.71,-7.83
5755,SURUBIM,17/11/2007,0.0,2007-11-17,2007,11,17,-35.71,-7.83
5757,SURUBIM,18/11/2007,3.1,2007-11-18,2007,11,18,-35.71,-7.83
5759,SURUBIM,19/11/2007,0.0,2007-11-19,2007,11,19,-35.71,-7.83
5761,SURUBIM,20/11/2007,0.0,2007-11-20,2007,11,20,-35.71,-7.83
5763,SURUBIM,21/11/2007,0.0,2007-11-21,2007,11,21,-35.71,-7.83
5765,SURUBIM,22/11/2007,0.0,2007-11-22,2007,11,22,-35.71,-7.83
5767,SURUBIM,23/11/2007,0.0,2007-11-23,2007,11,23,-35.71,-7.83
5769,SURUBIM,24/11/2007,0.0,2007-11-24,2007,11,24,-35.71,-7.83
5771,SURUBIM,25/11/2007,0.0,2007-11-25,2007,11,25,-35.71,-7.83
5773,SURUBIM,26/11/2007,0.0,2007-11-26,2007,11,26,-35.71,-7.83
5775,SURUBIM,27/11/2007,0.0,2007-11-27,2007,11,27,-35.71,-7.83
5777,SURUBIM,28/11/2007,0.0,2007-11-28,2007,11,28,-35.71,-7.83
5779,SURUBIM,29/11/2007,0.0,2007-11-29,2007,11,29,-35.71,-7.83
5781,SURUBIM,30/11/2007,0.0,2007-11-30,2007,11,30,-35.71,-7.83
5783,SURUBIM,01/12/2007,0.0,2007-12-01,2007,12,1,-35.71,-7.83
5785,SURUBIM,02/12/2007,0.0,2007-12-02,2007,12,2,-35.71,-7.83
5787,SURUBIM,03/12/2007,0.0,2007-12-03,2007,12,3,-35.71,-7.83
5789,SURUBIM,04/12/2007,0.0,2007-12-04,2007,12,4,-35.71,-7.83
5791,SURUBIM,05/12/2007,0.0,2007-12-05,2007,12,5,-35.71,-7.83
5793,SURUBIM,06/12/2007,0.0,2007-12-06,2007,12,6,-35.71,-7.83
5795,SURUBIM,07/12/2007,1.4,2007-12-07,2007,12,7,-35.71,-7.83
5797,SURUBIM,08/12/2007,0.0,2007-12-08,2007,12,8,-35.71,-7.83
5799,SURUBIM,09/12/2007,0.0,2007-12-09,2007,12,9,-35.71,-7.83
5801,SURUBIM,10/12/2007,0.0,2007-12-10,2007,12,10,-35.71,-7.83
5803,SURUBIM,11/12/2007,0.0,2007-12-11,2007,12,11,-35.71,-7.83
5805,SURUBIM,12/12/2007,0.1,2007-12-12,2007,12,12,-35.71,-7.83
5807,SURUBIM,13/12/2007,6.1,2007-12-13,2007,12,13,-35.71,-7.83
5809,SURUBIM,14/12/2007,0.0,2007-12-14,2007,12,14,-35.71,-7.83
5811,SURUBIM,15/12/2007,0.0,2007-12-15,2007,12,15,-35.71,-7.83
5813,SURUBIM,16/12/2007,0.0,2007-12-16,2007,12,16,-35.71,-7.83
5815,SURUBIM,17/12/2007,0.0,2007-12-17,2007,12,17,-35.71,-7.83
5817,SURUBIM,18/12/2007,0.0,2007-12-18,2007,12,18,-35.71,-7.83
5819,SURUBIM,19/12/2007,0.1,2007-12-19,2007,12,19,-35.71,-7.83
5821,SURUBIM,20/12/2007,0.0,2007-12-20,2007,12,20,-35.71,-7.83
5823,SURUBIM,21/12/2007,0.0,2007-12-21,2007,12,21,-35.71,-7.83
5825,SURUBIM,22/12/2007,0.0,2007-12-22,2007,12,22,-35.71,-7.83
5827,SURUBIM,23/12/2007,0.0,2007-12-23,2007,12,23,-35.71,-7.83
5829,SURUBIM,24/12/2007,0.0,2007-12-24,2007,12,24,-35.71,-7.83
5831,SURUBIM,25/12/2007,0.0,2007-12-25,2007,12,25,-35.71,-7.83
5833,SURUBIM,26/12/2007,1.3,2007-12-26,2007,12,26,-35.71,-7.83
5835,SURUBIM,27/12/2007,5.0,2007-12-27,2007,12,27,-35.71,-7.83
5837,SURUBIM,28/12/2007,1.5,2007-12-28,2007,12,28,-35.71,-7.83
5839,SURUBIM,29/12/2007,0.0,2007-12-29,2007,12,29,-35.71,-7.83
5841,SURUBIM,30/12/2007,1.0,2007-12-30,2007,12,30,-35.71,-7.83
5843,SURUBIM,31/12/2007,0.3,2007-12-31,2007,12,31,-35.71,-7.83
5845,SURUBIM,01/01/2008,0.0,2008-01-01,2008,1,1,-35.71,-7.83
5847,SURUBIM,02/01/2008,0.3,2008-01-02,2008,1,2,-35.71,-7.83
5849,SURUBIM,03/01/2008,0.0,2008-01-03,2008,1,3,-35.71,-7.83
5851,SURUBIM,04/01/2008,0.0,2008-01-04,2008,1,4,-35.71,-7.83
5853,SURUBIM,05/01/2008,0.0,2008-01-05,2008,1,5,-35.71,-7.83
5855,SURUBIM,06/01/2008,0.0,2008-01-06,2008,1,6,-35.71,-7.83
5857,SURUBIM,07/01/2008,0.0,2008-01-07,2008,1,7,-35.71,-7.83
5859,SURUBIM,08/01/2008,0.0,2008-01-08,2008,1,8,-35.71,-7.83
5861,SURUBIM,09/01/2008,0.0,2008-01-09,2008,1,9,-35.71,-7.83
5863,SURUBIM,10/01/2008,0.0,2008-01-10,2008,1,10,-35.71,-7.83
5865,SURUBIM,11/01/2008,0.2,2008-01-11,2008,1,11,-35.71,-7.83
5867,SURUBIM,12/01/2008,0.4,2008-01-12,2008,1,12,-35.71,-7.83
5869,SURUBIM,13/01/2008,0.0,2008-01-13,2008,1,13,-35.71,-7.83
5871,SURUBIM,14/01/2008,0.4,2008-01-14,2008,1,14,-35.71,-7.83
5873,SURUBIM,15/01/2008,0.0,2008-01-15,2008,1,15,-35.71,-7.83
5875,SURUBIM,16/01/2008,0.0,2008-01-16,2008,1,16,-35.71,-7.83
5877,SURUBIM,17/01/2008,2.0,2008-01-17,2008,1,17,-35.71,-7.83
5879,SURUBIM,18/01/2008,0.2,2008-01-18,2008,1,18,-35.71,-7.83
5881,SURUBIM,19/01/2008,0.0,2008-01-19,2008,1,19,-35.71,-7.83
5883,SURUBIM,20/01/2008,0.0,2008-01-20,2008,1,20,-35.71,-7.83
5885,SURUBIM,21/01/2008,0.0,2008-01-21,2008,1,21,-35.71,-7.83
5887,SURUBIM,22/01/2008,0.0,2008-01-22,2008,1,22,-35.71,-7.83
5889,SURUBIM,23/01/2008,0.0,2008-01-23,2008,1,23,-35.71,-7.83
5891,SURUBIM,24/01/2008,0.0,2008-01-24,2008,1,24,-35.71,-7.83
5893,SURUBIM,25/01/2008,0.0,2008-01-25,2008,1,25,-35.71,-7.83
5895,SURUBIM,26/01/2008,0.0,2008-01-26,2008,1,26,-35.71,-7.83
5897,SURUBIM,27/01/2008,0.0,2008-01-27,2008,1,27,-35.71,-7.83
5899,SURUBIM,28/01/2008,0.0,2008-01-28,2008,1,28,-35.71,-7.83
5901,SURUBIM,29/01/2008,0.0,2008-01-29,2008,1,29,-35.71,-7.83
5903,SURUBIM,30/01/2008,0.0,2008-01-30,2008,1,30,-35.71,-7.83
5905,SURUBIM,31/01/2008,0.0,2008-01-31,2008,1,31,-35.71,-7.83
5907,SURUBIM,01/02/2008,0.0,2008-02-01,2008,2,1,-35.71,-7.83
5909,SURUBIM,02/02/2008,0.0,2008-02-02,2008,2,2,-35.71,-7.83
5911,SURUBIM,03/02/2008,0.0,2008-02-03,2008,2,3,-35.71,-7.83
5913,SURUBIM,04/02/2008,0.0,2008-02-04,2008,2,4,-35.71,-7.83
5915,SURUBIM,05/02/2008,0.0,2008-02-05,2008,2,5,-35.71,-7.83
5917,SURUBIM,06/02/2008,0.0,2008-02-06,2008,2,6,-35.71,-7.83
5919,SURUBIM,07/02/2008,0.0,2008-02-07,2008,2,7,-35.71,-7.83
5921,SURUBIM,08/02/2008,0.0,2008-02-08,2008,2,8,-35.71,-7.83
5923,SURUBIM,09/02/2008,0.0,2008-02-09,2008,2,9,-35.71,-7.83
5925,SURUBIM,10/02/2008,0.0,2008-02-10,2008,2,10,-35.71,-7.83
5927,SURUBIM,11/02/2008,0.0,2008-02-11,2008,2,11,-35.71,-7.83
5929,SURUBIM,12/02/2008,0.0,2008-02-12,2008,2,12,-35.71,-7.83
5931,SURUBIM,13/02/2008,0.0,2008-02-13,2008,2,13,-35.71,-7.83
5933,SURUBIM,14/02/2008,0.0,2008-02-14,2008,2,14,-35.71,-7.83
5935,SURUBIM,15/02/2008,0.0,2008-02-15,2008,2,15,-35.71,-7.83
5937,SURUBIM,16/02/2008,0.0,2008-02-16,2008,2,16,-35.71,-7.83
5939,SURUBIM,17/02/2008,0.0,2008-02-17,2008,2,17,-35.71,-7.83
5941,SURUBIM,18/02/2008,1.0,2008-02-18,2008,2,18,-35.71,-7.83
5943,SURUBIM,19/02/2008,0.0,2008-02-19,2008,2,19,-35.71,-7.83
5945,SURUBIM,20/02/2008,0.0,2008-02-20,2008,2,20,-35.71,-7.83
5947,SURUBIM,21/02/2008,0.0,2008-02-21,2008,2,21,-35.71,-7.83
5949,SURUBIM,22/02/2008,0.0,2008-02-22,2008,2,22,-35.71,-7.83
5951,SURUBIM,23/02/2008,0.0,2008-02-23,2008,2,23,-35.71,-7.83
5953,SURUBIM,24/02/2008,0.0,2008-02-24,2008,2,24,-35.71,-7.83
5955,SURUBIM,25/02/2008,0.0,2008-02-25,2008,2,25,-35.71,-7.83
5957,SURUBIM,26/02/2008,0.4,2008-02-26,2008,2,26,-35.71,-7.83
5959,SURUBIM,27/02/2008,0.0,2008-02-27,2008,2,27,-35.71,-7.83
5961,SURUBIM,28/02/2008,0.0,2008-02-28,2008,2,28,-35.71,-7.83
5963,SURUBIM,29/02/2008,0.0,2008-02-29,2008,2,29,-35.71,-7.83
5965,SURUBIM,01/03/2008,0.0,2008-03-01,2008,3,1,-35.71,-7.83
5967,SURUBIM,02/03/2008,0.0,2008-03-02,2008,3,2,-35.71,-7.83
5969,SURUBIM,03/03/2008,0.0,2008-03-03,2008,3,3,-35.71,-7.83
5971,SURUBIM,04/03/2008,0.0,2008-03-04,2008,3,4,-35.71,-7.83
5973,SURUBIM,05/03/2008,0.0,2008-03-05,2008,3,5,-35.71,-7.83
5975,SURUBIM,06/03/2008,0.0,2008-03-06,2008,3,6,-35.71,-7.83
5977,SURUBIM,07/03/2008,0.0,2008-03-07,2008,3,7,-35.71,-7.83
5979,SURUBIM,08/03/2008,0.0,2008-03-08,2008,3,8,-35.71,-7.83
5981,SURUBIM,09/03/2008,0.0,2008-03-09,2008,3,9,-35.71,-7.83
5983,SURUBIM,10/03/2008,0.0,2008-03-10,2008,3,10,-35.71,-7.83
5985,SURUBIM,11/03/2008,0.0,2008-03-11,2008,3,11,-35.71,-7.83
5987,SURUBIM,12/03/2008,15.0,2008-03-12,2008,3,12,-35.71,-7.83
5989,SURUBIM,13/03/2008,0.4,2008-03-13,2008,3,13,-35.71,-7.83
5991,SURUBIM,14/03/2008,0.0,2008-03-14,2008,3,14,-35.71,-7.83
5993,SURUBIM,15/03/2008,0.0,2008-03-15,2008,3,15,-35.71,-7.83
5995,SURUBIM,16/03/2008,0.0,2008-03-16,2008,3,16,-35.71,-7.83
5997,SURUBIM,17/03/2008,0.0,2008-03-17,2008,3,17,-35.71,-7.83
5999,SURUBIM,18/03/2008,9.5,2008-03-18,2008,3,18,-35.71,-7.83
6001,SURUBIM,19/03/2008,2.1,2008-03-19,2008,3,19,-35.71,-7.83
6003,SURUBIM,20/03/2008,2.2,2008-03-20,2008,3,20,-35.71,-7.83
6005,SURUBIM,21/03/2008,53.7,2008-03-21,2008,3,21,-35.71,-7.83
6007,SURUBIM,22/03/2008,20.1,2008-03-22,2008,3,22,-35.71,-7.83
6009,SURUBIM,23/03/2008,0.0,2008-03-23,2008,3,23,-35.71,-7.83
6011,SURUBIM,24/03/2008,0.7,2008-03-24,2008,3,24,-35.71,-7.83
6013,SURUBIM,25/03/2008,0.0,2008-03-25,2008,3,25,-35.71,-7.83
6015,SURUBIM,26/03/2008,1.9,2008-03-26,2008,3,26,-35.71,-7.83
6017,SURUBIM,27/03/2008,0.0,2008-03-27,2008,3,27,-35.71,-7.83
6019,SURUBIM,28/03/2008,0.0,2008-03-28,2008,3,28,-35.71,-7.83
6021,SURUBIM,29/03/2008,0.0,2008-03-29,2008,3,29,-35.71,-7.83
6023,SURUBIM,30/03/2008,41.3,2008-03-30,2008,3,30,-35.71,-7.83
6025,SURUBIM,31/03/2008,10.5,2008-03-31,2008,3,31,-35.71,-7.83
6027,SURUBIM,01/04/2008,0.1,2008-04-01,2008,4,1,-35.71,-7.83
6029,SURUBIM,02/04/2008,0.0,2008-04-02,2008,4,2,-35.71,-7.83
6031,SURUBIM,03/04/2008,12.4,2008-04-03,2008,4,3,-35.71,-7.83
6033,SURUBIM,04/04/2008,0.0,2008-04-04,2008,4,4,-35.71,-7.83
6035,SURUBIM,05/04/2008,0.0,2008-04-05,2008,4,5,-35.71,-7.83
6037,SURUBIM,06/04/2008,0.0,2008-04-06,2008,4,6,-35.71,-7.83
6039,SURUBIM,07/04/2008,11.7,2008-04-07,2008,4,7,-35.71,-7.83
6041,SURUBIM,08/04/2008,0.3,2008-04-08,2008,4,8,-35.71,-7.83
6043,SURUBIM,09/04/2008,0.6,2008-04-09,2008,4,9,-35.71,-7.83
6045,SURUBIM,10/04/2008,0.2,2008-04-10,2008,4,10,-35.71,-7.83
6047,SURUBIM,11/04/2008,0.0,2008-04-11,2008,4,11,-35.71,-7.83
6049,SURUBIM,12/04/2008,2.9,2008-04-12,2008,4,12,-35.71,-7.83
6051,SURUBIM,13/04/2008,0.1,2008-04-13,2008,4,13,-35.71,-7.83
6053,SURUBIM,14/04/2008,6.4,2008-04-14,2008,4,14,-35.71,-7.83
6055,SURUBIM,15/04/2008,13.2,2008-04-15,2008,4,15,-35.71,-7.83
6057,SURUBIM,16/04/2008,0.0,2008-04-16,2008,4,16,-35.71,-7.83
6059,SURUBIM,17/04/2008,0.2,2008-04-17,2008,4,17,-35.71,-7.83
6061,SURUBIM,18/04/2008,0.0,2008-04-18,2008,4,18,-35.71,-7.83
6063,SURUBIM,19/04/2008,0.2,2008-04-19,2008,4,19,-35.71,-7.83
6065,SURUBIM,20/04/2008,0.2,2008-04-20,2008,4,20,-35.71,-7.83
6067,SURUBIM,21/04/2008,0.0,2008-04-21,2008,4,21,-35.71,-7.83
6069,SURUBIM,22/04/2008,5.1,2008-04-22,2008,4,22,-35.71,-7.83
6071,SURUBIM,23/04/2008,0.4,2008-04-23,2008,4,23,-35.71,-7.83
6073,SURUBIM,24/04/2008,0.5,2008-04-24,2008,4,24,-35.71,-7.83
6075,SURUBIM,25/04/2008,0.1,2008-04-25,2008,4,25,-35.71,-7.83
6077,SURUBIM,26/04/2008,0.2,2008-04-26,2008,4,26,-35.71,-7.83
6079,SURUBIM,27/04/2008,0.0,2008-04-27,2008,4,27,-35.71,-7.83
6081,SURUBIM,28/04/2008,0.5,2008-04-28,2008,4,28,-35.71,-7.83
6083,SURUBIM,29/04/2008,3.1,2008-04-29,2008,4,29,-35.71,-7.83
6085,SURUBIM,30/04/2008,0.0,2008-04-30,2008,4,30,-35.71,-7.83
6087,SURUBIM,01/05/2008,0.2,2008-05-01,2008,5,1,-35.71,-7.83
6089,SURUBIM,02/05/2008,3.3,2008-05-02,2008,5,2,-35.71,-7.83
6091,SURUBIM,03/05/2008,0.2,2008-05-03,2008,5,3,-35.71,-7.83
6093,SURUBIM,04/05/2008,0.0,2008-05-04,2008,5,4,-35.71,-7.83
6095,SURUBIM,05/05/2008,3.6,2008-05-05,2008,5,5,-35.71,-7.83
6097,SURUBIM,06/05/2008,2.9,2008-05-06,2008,5,6,-35.71,-7.83
6099,SURUBIM,07/05/2008,26.8,2008-05-07,2008,5,7,-35.71,-7.83
6101,SURUBIM,08/05/2008,0.0,2008-05-08,2008,5,8,-35.71,-7.83
6103,SURUBIM,09/05/2008,0.2,2008-05-09,2008,5,9,-35.71,-7.83
6105,SURUBIM,10/05/2008,14.4,2008-05-10,2008,5,10,-35.71,-7.83
6107,SURUBIM,11/05/2008,2.5,2008-05-11,2008,5,11,-35.71,-7.83
6109,SURUBIM,12/05/2008,2.8,2008-05-12,2008,5,12,-35.71,-7.83
6111,SURUBIM,13/05/2008,3.6,2008-05-13,2008,5,13,-35.71,-7.83
6113,SURUBIM,14/05/2008,0.7,2008-05-14,2008,5,14,-35.71,-7.83
6115,SURUBIM,15/05/2008,0.0,2008-05-15,2008,5,15,-35.71,-7.83
6117,SURUBIM,16/05/2008,0.9,2008-05-16,2008,5,16,-35.71,-7.83
6119,SURUBIM,17/05/2008,17.0,2008-05-17,2008,5,17,-35.71,-7.83
6121,SURUBIM,18/05/2008,20.2,2008-05-18,2008,5,18,-35.71,-7.83
6123,SURUBIM,19/05/2008,0.1,2008-05-19,2008,5,19,-35.71,-7.83
6125,SURUBIM,20/05/2008,0.3,2008-05-20,2008,5,20,-35.71,-7.83
6127,SURUBIM,21/05/2008,0.3,2008-05-21,2008,5,21,-35.71,-7.83
6129,SURUBIM,22/05/2008,4.3,2008-05-22,2008,5,22,-35.71,-7.83
6131,SURUBIM,23/05/2008,0.1,2008-05-23,2008,5,23,-35.71,-7.83
6133,SURUBIM,24/05/2008,0.5,2008-05-24,2008,5,24,-35.71,-7.83
6135,SURUBIM,25/05/2008,0.6,2008-05-25,2008,5,25,-35.71,-7.83
6137,SURUBIM,26/05/2008,0.7,2008-05-26,2008,5,26,-35.71,-7.83
6139,SURUBIM,27/05/2008,3.6,2008-05-27,2008,5,27,-35.71,-7.83
6141,SURUBIM,28/05/2008,2.4,2008-05-28,2008,5,28,-35.71,-7.83
6143,SURUBIM,29/05/2008,2.8,2008-05-29,2008,5,29,-35.71,-7.83
6145,SURUBIM,30/05/2008,0.2,2008-05-30,2008,5,30,-35.71,-7.83
6147,SURUBIM,31/05/2008,0.0,2008-05-31,2008,5,31,-35.71,-7.83
6149,SURUBIM,01/06/2008,0.5,2008-06-01,2008,6,1,-35.71,-7.83
6151,SURUBIM,02/06/2008,8.0,2008-06-02,2008,6,2,-35.71,-7.83
6153,SURUBIM,03/06/2008,0.4,2008-06-03,2008,6,3,-35.71,-7.83
6155,SURUBIM,04/06/2008,1.3,2008-06-04,2008,6,4,-35.71,-7.83
6157,SURUBIM,05/06/2008,5.9,2008-06-05,2008,6,5,-35.71,-7.83
6159,SURUBIM,06/06/2008,7.0,2008-06-06,2008,6,6,-35.71,-7.83
6161,SURUBIM,07/06/2008,0.4,2008-06-07,2008,6,7,-35.71,-7.83
6163,SURUBIM,08/06/2008,7.6,2008-06-08,2008,6,8,-35.71,-7.83
6165,SURUBIM,09/06/2008,1.1,2008-06-09,2008,6,9,-35.71,-7.83
