Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82890;21/03/2000;0000;;28.7;;10.3;3.8;23.08;85;4.6;
82890;21/03/2000;1200;0;;19;;;;;;
82890;22/03/2000;0000;;30.2;;10.9;3.7;23.74;82.75;3.766667;
82890;22/03/2000;1200;0;;17.6;;;;;;
82890;23/03/2000;0000;;30.8;;9.6;7.2;24.66;82.5;4.233333;
82890;23/03/2000;1200;0;;19.6;;;;;;
82890;24/03/2000;0000;;30.6;;9;5.9;23.7;84;4.866667;
82890;24/03/2000;1200;0;;20.2;;;;;;
82890;25/03/2000;0000;;30.6;;9.8;3.6;24.38;78;3.5;
82890;25/03/2000;1200;;;19.8;;;;;;
82890;26/03/2000;0000;;30;;4.3;5.1;23.94;82;3.766667;
82890;26/03/2000;1200;0;;20;;;;;;
82890;27/03/2000;0000;;31.3;;7.7;2.4;24.3;86.75;3.8;
82890;27/03/2000;1200;0;;19.2;;;;;;
82890;28/03/2000;0000;;30.6;;7.8;4;24.06;80.75;2.55;
82890;28/03/2000;1200;0.8;;18.8;;;;;;
82890;29/03/2000;0000;;31.3;;9.3;5.4;24.84;78.5;3.9;
82890;29/03/2000;1200;0;;19.4;;;;;;
82890;30/03/2000;0000;;30.2;;4.2;5.8;23.78;80;4.266667;
82890;30/03/2000;1200;0;;18.2;;;;;;
82890;31/03/2000;0000;;29.4;;4.6;9;23.02;91;3.566667;
82890;31/03/2000;1200;0;;18.6;;;;;;
82890;01/04/2000;0000;;30;;8.6;3.5;23.82;85.5;3.2;
82890;01/04/2000;1200;33.5;;19.6;;;;;;
82890;02/04/2000;0000;;29.4;;9.6;3;23.86;81;2.6;
82890;02/04/2000;1200;0.7;;20.2;;;;;;
82890;03/04/2000;0000;;29.4;;10.9;4.5;23.74;75.5;3.9;
82890;03/04/2000;1200;0;;19;;;;;;
82890;04/04/2000;0000;;30;;9.6;4.5;23.82;83.25;4.566667;
82890;04/04/2000;1200;0;;19;;;;;;
82890;05/04/2000;0000;;30.6;;9.4;4.2;23.82;75;3.733333;
82890;05/04/2000;1200;0.3;;18;;;;;;
82890;06/04/2000;0000;;30.2;;6.7;6.1;23.54;78;3.333333;
82890;06/04/2000;1200;0;;19;;;;;;
82890;07/04/2000;0000;;30.8;;10.5;4.3;24.3;74.25;4.966667;
82890;07/04/2000;1200;0.7;;18.8;;;;;;
82890;08/04/2000;0000;;30.8;;8;5.9;23.58;79.75;4.366667;
82890;08/04/2000;1200;0;;19.4;;;;;;
82890;09/04/2000;0000;;29.4;;7.5;3.6;23.68;82.5;3.866667;
82890;09/04/2000;1200;4.4;;19.8;;;;;;
82890;10/04/2000;0000;;29.3;;7.2;4;23.76;78;3.666667;
82890;10/04/2000;1200;0;;19.8;;;;;;
82890;11/04/2000;0000;;29.4;;7.6;4.8;23.26;86;4.133333;
82890;11/04/2000;1200;0;;17.8;;;;;;
82890;12/04/2000;0000;;31;;7.8;3.5;24.14;81.5;3.466667;
82890;12/04/2000;1200;0.4;;19.4;;;;;;
82890;13/04/2000;0000;;30.4;;6.9;3.3;23.3;84;4.4;
82890;13/04/2000;1200;4.4;;20.2;;;;;;
82890;14/04/2000;0000;;28.2;;7.8;3.7;23.04;85.5;3.733333;
82890;14/04/2000;1200;10.3;;18.8;;;;;;
82890;15/04/2000;0000;;30;;5.1;2.8;23.82;92.25;2.366667;
82890;15/04/2000;1200;0;;20;;;;;;
82890;16/04/2000;0000;;29.6;;4.5;1.7;23.66;91;1.366667;
82890;16/04/2000;1200;7;;20.2;;;;;;
82890;17/04/2000;0000;;27.2;;4.5;2.7;23.3;91.25;1.966667;
82890;17/04/2000;1200;25.3;;20.2;;;;;;
82890;18/04/2000;0000;;28.4;;9.8;1.3;23.58;84.5;3.066667;
82890;18/04/2000;1200;4.3;;19.8;;;;;;
82890;19/04/2000;0000;;29;;10.2;3.1;23.58;86;1.9;
82890;19/04/2000;1200;0;;19.6;;;;;;
82890;20/04/2000;0000;;29.2;;8.9;;;;1.7;
82890;20/04/2000;1200;5.9;;20.3;;;;;;
82890;21/04/2000;0000;;30.4;;9.3;;24.66;85.5;2.133333;
82890;21/04/2000;1200;28.2;;19.4;;;;;;
82890;22/04/2000;0000;;30.3;;9.1;3.1;24.52;81.5;3.1;
82890;22/04/2000;1200;0;;19.4;;;;;;
82890;23/04/2000;0000;;29.8;;10.7;3.1;24.18;82.5;2.333333;
82890;23/04/2000;1200;1.5;;18.6;;;;;;
82890;24/04/2000;0000;;28.9;;10.2;4.1;23.06;81;3.366667;
82890;24/04/2000;1200;0;;18.2;;;;;;
82890;25/04/2000;0000;;27.8;;0;4.1;21.46;95;3.966667;
82890;25/04/2000;1200;0;;18.4;;;;;;
82890;26/04/2000;0000;;24;;1;0.7;20.9;95;3.7;
82890;26/04/2000;1200;5;;18.4;;;;;;
82890;27/04/2000;0000;;27.4;;9.7;1.1;22.3;88.25;2.066667;
82890;27/04/2000;1200;4;;18.4;;;;;;
82890;28/04/2000;0000;;28.6;;9.4;3;23.22;85.25;4.066667;
82890;28/04/2000;1200;0;;19;;;;;;
82890;29/04/2000;0000;;27.8;;6.2;3.4;22.94;84.75;3.633333;
82890;29/04/2000;1200;0;;19.2;;;;;;
82890;30/04/2000;0000;;28.6;;9.4;3.2;22.82;78;3.766667;
82890;30/04/2000;1200;0;;18.8;;;;;;
82890;01/05/2000;0000;;27.2;;4;4.1;21.74;86.75;3.833333;
82890;01/05/2000;1200;0;;17.4;;;;;;
82890;02/05/2000;0000;;27.4;;7.3;2;22.22;89.25;5.033333;
82890;02/05/2000;1200;0;;19;;;;;;
82890;03/05/2000;0000;;26.8;;4.6;2.2;21.58;93.25;4.466667;
82890;03/05/2000;1200;6;;18.9;;;;;;
82890;04/05/2000;0000;;26.6;;3.9;1.7;21.9;88;2.7;
82890;04/05/2000;1200;5;;19;;;;;;
82890;05/05/2000;0000;;27.8;;7.7;3;22.3;86;3.133333;
82890;05/05/2000;1200;0.2;;18.8;;;;;;
82890;06/05/2000;0000;;26.4;;3.4;2.6;21.98;93;3.066667;
82890;06/05/2000;1200;5;;18;;;;;;
82890;07/05/2000;0000;;27.7;;5.9;1.9;23.32;89.5;2.933333;
82890;07/05/2000;1200;2.4;;20;;;;;;
82890;08/05/2000;0000;;27.9;;9.3;2.4;23.04;88.75;2.9;
82890;08/05/2000;1200;0.2;;19.6;;;;;;
82890;09/05/2000;0000;;28.8;;7.3;2.7;23.08;90;2.6;
82890;09/05/2000;1200;0.5;;20;;;;;;
82890;10/05/2000;0000;;29.6;;8.4;2.7;22.78;81.75;2.233333;
82890;10/05/2000;1200;0;;17.2;;;;;;
82890;11/05/2000;0000;;29.2;;10.7;3.6;22.58;78.5;4.8;
82890;11/05/2000;1200;0;;17;;;;;;
82890;12/05/2000;0000;;26;;5.6;4.8;21.38;92.5;4.733333;
82890;12/05/2000;1200;0;;18.6;;;;;;
82890;13/05/2000;0000;;25.6;;3;3;20.82;94.75;3.3;
82890;13/05/2000;1200;1.8;;18.2;;;;;;
82890;14/05/2000;0000;;25.6;;5.1;1;21.02;86.25;5.033333;
82890;14/05/2000;1200;2.8;;18.2;;;;;;
82890;15/05/2000;0000;;27.6;;10.2;3.9;21.66;77.25;4.066667;
82890;15/05/2000;1200;0;;17.4;;;;;;
82890;16/05/2000;0000;;26.2;;1.7;4.5;21.62;87.75;3.7;
82890;16/05/2000;1200;0;;17.2;;;;;;
82890;17/05/2000;0000;;28.6;;2;2.6;23.04;88.25;4.166667;
82890;17/05/2000;1200;0;;19.6;;;;;;
82890;18/05/2000;0000;;29.4;;8.5;2.6;23.86;81.5;3.766667;
82890;18/05/2000;1200;0.2;;19.7;;;;;;
82890;19/05/2000;0000;;31;;7.6;5;24.18;75.5;4.033333;
82890;19/05/2000;1200;;;19.2;;;;;;
82890;20/05/2000;0000;;30.5;;10.6;6.5;22.98;78.5;4.033333;
82890;20/05/2000;1200;0;;16.3;;;;;;
82890;21/05/2000;0000;;29.4;;8.7;5.6;21.96;83.75;2.933333;
82890;21/05/2000;1200;0;;15.2;;;;;;
82890;22/05/2000;0000;;27.2;;5.6;5.3;21.54;90.25;2.733333;
82890;22/05/2000;1200;0;;16.4;;;;;;
82890;23/05/2000;0000;;28.7;;7;2.9;22;81.25;4.133333;
82890;23/05/2000;1200;2.7;;18.6;;;;;;
82890;24/05/2000;0000;;27.2;;9.8;4.7;21.44;80.5;4.566667;
82890;24/05/2000;1200;0.8;;17.7;;;;;;
82890;25/05/2000;0000;;28;;8.4;6;22.12;91.75;4.066667;
82890;25/05/2000;1200;0;;17.9;;;;;;
82890;26/05/2000;0000;;30.2;;10.4;3.5;22.82;92;3.066667;
82890;26/05/2000;1200;0;;16.3;;;;;;
82890;27/05/2000;0000;;30.6;;9.9;5.1;22.66;90.5;3.533333;
82890;27/05/2000;1200;0;;16.2;;;;;;
82890;28/05/2000;0000;;30.4;;10.7;5.2;22.9;89.5;3;
82890;28/05/2000;1200;0;;16.5;;;;;;
82890;29/05/2000;0000;;33;;10;5.4;24.58;89.25;3;
82890;29/05/2000;1200;0;;17.4;;;;;;
82890;30/05/2000;0000;;30.8;;10;6.8;23.96;90;3.766667;
82890;30/05/2000;1200;0;;20.1;;;;;;
82890;31/05/2000;0000;;28.2;;4.4;6.2;22.76;92.25;2.733333;
82890;31/05/2000;1200;0;;16.7;;;;;;
82890;01/06/2000;0000;;30.2;;3.5;4.2;23.06;;3.833333;
82890;01/06/2000;1200;0;;16.8;;;;;;
82890;02/06/2000;0000;;30.9;;10.1;3.6;23.98;;3.466667;
82890;02/06/2000;1200;0;;19.5;;;;;;
82890;03/06/2000;0000;;29;;10.4;7.9;22.6;;3.866667;
82890;03/06/2000;1200;0;;18.7;;;;;;
82890;04/06/2000;0000;;29.4;;10;7.3;22.74;;3.666667;
82890;04/06/2000;1200;0;;17;;;;;;
82890;05/06/2000;0000;;27.4;;6.3;5.6;21.84;94.5;3.466667;
82890;05/06/2000;1200;0.3;;19.1;;;;;;
82890;06/06/2000;0000;;23.4;;0.2;2.4;20.24;;4.133333;
82890;06/06/2000;1200;20.2;;18.6;;;;;;
82890;07/06/2000;0000;;22.5;;0.1;1.4;;;3.666667;
82890;07/06/2000;1200;12.2;;18.5;;;;;;
82890;08/06/2000;0000;;22.4;;0.5;0.8;20.24;;3.4;
82890;08/06/2000;1200;9.5;;18.3;;;;;;
82890;09/06/2000;0000;;26.4;;5.6;0.9;21.04;;4.9;
82890;09/06/2000;1200;22.1;;18.7;;;;;;
82890;10/06/2000;0000;;24.7;;2.5;3.3;20.74;;4.466667;
82890;10/06/2000;1200;0;;17.7;;;;;;
82890;11/06/2000;0000;;26.6;;4.6;2.2;21.46;;3.066667;
82890;11/06/2000;1200;0.5;;18.4;;;;;;
82890;12/06/2000;0000;;26.7;;10.2;2.6;21.12;95;3.566667;
82890;12/06/2000;1200;7.2;;17.4;;;;;;
82890;13/06/2000;0000;;25.3;;3.7;3.2;;;4.033333;
82890;13/06/2000;1200;0;;18.2;;;;;;
82890;14/06/2000;0000;;25.2;;5.6;1.3;21.08;;4.833333;
82890;14/06/2000;1200;5.9;;18.9;;;;;;
82890;15/06/2000;0000;;24.6;;4.9;1.7;20.2;;5.633333;
82890;15/06/2000;1200;4.7;;18.4;;;;;;
82890;16/06/2000;0000;;24.6;;0;2.1;20.18;;4.566667;
