Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82797;04/05/2000;1200;5.7;;20.1;;;;;;
82797;05/05/2000;0000;;28.2;;5.6;2.3;23.68;86.75;2;
82797;05/05/2000;1200;0.2;;19.5;;;;;;
82797;06/05/2000;0000;;28;;3.7;1.5;24.02;84;3.666667;
82797;06/05/2000;1200;1.6;;21.3;;;;;;
82797;07/05/2000;0000;;29.5;;8.5;1;24.58;88.75;3.666667;
82797;07/05/2000;1200;8.8;;22;;;;;;
82797;08/05/2000;0000;;29.2;;7.8;1.5;24.68;82;4.3;
82797;08/05/2000;1200;1.3;;22.1;;;;;;
82797;09/05/2000;0000;;29.7;;8.2;2.8;24.18;82;3.566667;
82797;09/05/2000;1200;1.1;;21;;;;;;
82797;10/05/2000;0000;;29.7;;9.7;2.2;24.16;82.5;3.566667;
82797;10/05/2000;1200;0.7;;19.1;;;;;;
82797;11/05/2000;0000;;29.4;;9.6;2;24.38;75.25;3.933333;
82797;11/05/2000;1200;0;;19.8;;;;;;
82797;12/05/2000;0000;;29.6;;5.2;3;24.1;75.75;5;
82797;12/05/2000;1200;0;;19.5;;;;;;
82797;13/05/2000;0000;;28.9;;5.2;5;23.64;81.75;4.9;
82797;13/05/2000;1200;0;;20.1;;;;;;
82797;14/05/2000;0000;;26.4;;2.9;2.8;23.14;83;3.833333;
82797;14/05/2000;1200;1.4;;20.1;;;;;;
82797;15/05/2000;0000;;28.6;;8.6;3;23.7;65;4.233333;
82797;15/05/2000;1200;0.4;;19.1;;;;;;
82797;16/05/2000;0000;;27.8;;2.1;4.8;23.94;86.5;2.866667;
82797;16/05/2000;1200;0;;20.6;;;;;;
82797;17/05/2000;0000;;29.2;;6.9;0.9;24.56;83.75;3.866667;
82797;17/05/2000;1200;20.7;;21.3;;;;;;
82797;18/05/2000;0000;;29.2;;8.1;2.1;23.84;83.5;3.566667;
82797;18/05/2000;1200;0.8;;20.8;;;;;;
82797;19/05/2000;0000;;29.2;;9.5;2.4;23.82;78;4.066667;
82797;19/05/2000;1200;0.3;;20.2;;;;;;
82797;20/05/2000;0000;;28.2;;9.9;3;23.46;79.75;4.066667;
82797;20/05/2000;1200;0.2;;19.6;;;;;;
82797;21/05/2000;0000;;29.2;;7;4.8;23.38;74.25;3.766667;
82797;21/05/2000;1200;0.3;;19.1;;;;;;
82797;22/05/2000;0000;;28.8;;8.6;4.2;22.88;80.75;3.2;
82797;22/05/2000;1200;0;;18.1;;;;;;
82797;23/05/2000;0000;;24.9;;8.6;2.8;21.18;91;3.133333;
82797;23/05/2000;1200;13;;17.8;;;;;;
82797;24/05/2000;0000;;27.9;;7.5;1.4;22.36;75.25;4.033333;
82797;24/05/2000;1200;6;;18.3;;;;;;
82797;25/05/2000;0000;;28.2;;10.5;3.6;22.6;76.75;3.4;
82797;25/05/2000;1200;0;;17;;;;;;
82797;26/05/2000;0000;;28.8;;9.8;3;23.76;75.75;4.333333;
82797;26/05/2000;1200;0.2;;19.1;;;;;;
82797;27/05/2000;0000;;28.7;;10;2.7;22.96;75.25;3.766667;
82797;27/05/2000;1200;0;;18.1;;;;;;
82797;28/05/2000;0000;;28.8;;10.5;3.3;23.56;74.25;3.133333;
82797;28/05/2000;1200;0;;18;;;;;;
82797;29/05/2000;0000;;30;;9.9;3.2;24.44;74;4.166667;
82797;29/05/2000;1200;0;;19.1;;;;;;
82797;30/05/2000;0000;;29.6;;6.9;3.8;24.24;72.25;3.133333;
82797;30/05/2000;1200;0;;19.3;;;;;;
